seq,timestamp,rtt,lost
0,2.8750000637955964e-06,20.330250001279637,0
1,0.07404291599959834,0.28987500263610855,0
2,0.12950320800155168,0.25795799592742696,0
3,0.18485662499733735,0.44358299783198163,0
4,0.23568266599613708,0.20312500419095159,0
5,0.28812749999633525,0.27529100043466315,0
6,0.34351870799582684,0.219083005504217,0
7,0.3988257910023094,0.19337499543325976,0
8,0.4528067909996025,0.2883339984691702,0
9,0.5048058749962365,0.41812500421656296,0
10,0.560317750001559,0.1968750002561137,0
11,0.6126203329986311,0.18850000196835026,0
12,0.6641511659981916,0.21537500288104638,0
13,0.7175605410011485,0.21033400116721168,0
14,0.7714941250014817,0.26937499933410436,0
15,0.8268464579959982,0.1871250060503371,0
16,0.8821766249966458,0.20966600277461112,0
17,0.933112708000408,0.191916995390784,0
18,0.9869882499988307,0.2272080018883571,0
19,1.0381473329980508,0.2247079974040389,0
20,1.0934716659976402,0.20420899818418548,0
21,1.1487370830000145,0.19520799833117053,0
22,1.2008045409966144,0.2160420044674538,0
23,1.2561301249952521,0.28879100136691704,0
24,1.3101647079965915,0.20479199883993715,0
25,1.3625995830007014,0.1912500010803342,0
26,1.417884624999715,0.18362500122748315,0
27,1.4714555829996243,0.23725000210106373,0
28,1.5267987080005696,0.26095799694303423,0
29,1.5821580409974558,0.20037499780301005,0
30,1.6374760830003652,0.45529199996963143,0
31,1.6930908750000526,0.20841600053245202,0
32,1.745389999996405,0.2991250003105961,0
33,1.8007966250006575,0.15875000099185854,0
34,1.8550445829969249,0.19500000053085387,0
35,1.9091707080006017,0.21470800129463896,0
36,1.9603685830006725,0.23004199465503916,0
37,2.012132500000007,0.1744580004015006,0
38,2.064219082996715,0.2714580041356385,0
39,2.1196009580016835,0.24916699476307258,0
40,2.171483250000165,0.23337500169873238,0
41,2.2268476659955923,0.3625840035965666,0
42,2.280169958001352,0.42087499605258927,0
43,2.334447499997623,0.25962499785237014,0
44,2.3899250409958768,0.5702920025214553,0
45,2.4456515409983695,0.206208998861257,0
46,2.4959483749989886,0.20524999854387715,0
47,2.551247457995487,0.26908300060313195,0
48,2.6054988329997286,6.394374999217689,0
49,2.667047625000123,0.3060000017285347,0
50,2.7218323749984847,0.48895800136961043,0
51,2.776822749998246,0.3240410005673766,0
52,2.8308661249975557,0.24491600197507069,0
