seq,times_elapsed_secs,rtt_ms,lost
0,3.7500285543501377e-06,0.495165993925184,0
1,0.013059250020887703,0.48241601325571537,0
2,0.026129416015464813,0.25212502805516124,0
3,0.03892783302580938,0.20695797866210341,0
4,0.05168895801762119,0.2465000143274665,0
5,0.06449499999871477,0.3124580252915621,0
6,0.07737116602947935,0.3059590235352516,0
7,0.0902241250150837,0.36891602212563157,0
8,0.10283604101277888,0.4722499870695174,0
9,0.11590341600822285,0.27529202634468675,0
10,0.12876129103824496,0.39283401565626264,0
11,0.14178762503433973,0.3554999711923301,0
12,0.1547240000218153,,1
13,0.26720408303663135,,1
14,0.3805181250208989,,1
15,0.49189275002572685,,1
16,0.6056878750096075,,1
17,0.7190767080173828,,1
18,0.8300924580544233,0.3416669787839055,0
19,0.8430320000043139,0.27070799842476845,0
20,0.8558654160005972,0.2596250269562006,0
21,0.8667788750026375,0.24466600734740496,0
22,0.8789255000301637,0.21604099310934544,0
23,0.8916692080092616,0.1727920025587082,0
24,0.9043808749993332,0.2164160250686109,0
25,0.9170697080553509,0.1735419500619173,0
26,0.9282921660342254,0.1406670198775828,0
27,0.939227375027258,0.15120801981538534,0
28,0.9518999160500243,0.14837499475106597,0
29,0.9635410830378532,0.12683297973126173,0
30,0.9761823750450276,0.12983300257474184,0
31,0.9888376660528593,0.15454198000952601,0
32,1.0011773750302382,0.14479097444564104,0
33,1.012937083025463,0.1343329786323011,0
34,1.023122875019908,,1
35,1.1368451660382561,,1
36,1.250694916001521,,1
37,1.3631982080405578,,1
38,1.4753482910455205,0.5859590019099414,0
39,1.4885372910066508,0.5598340067081153,0
40,1.4998278749990277,0.24387502344325185,0
41,1.5126262500416487,0.36479096161201596,0
42,1.523270666017197,0.30983402393758297,0
43,1.5361335830530152,0.37579197669401765,0
44,1.5490752080222592,0.3947080112993717,0
45,1.5605110830510966,0.35449996357783675,0
46,1.5726053329999559,0.3837500116787851,0
47,1.5855335410451517,0.1871249987743795,0
48,1.598257583042141,0.3072079853154719,0
49,1.61110604100395,0.3209169954061508,0
50,1.622438416001387,0.5044590216130018,0
51,1.635492500034161,0.30274997698143125,0
52,1.6483532499987632,0.35375001607462764,0
53,1.6612522500217892,0.2353329909965396,0
54,1.6740383330034092,0.2328749978914857,0
55,1.686797000002116,0.2055829972960055,0
56,1.6979692080058157,0.18025003373622894,0
57,1.710673207999207,0.19504205556586385,0
58,1.7233864160371013,0.19166700076311827,0
59,1.7361010830500163,0.37695799255743623,0
60,1.7490279580233619,0.19291701028123498,0
61,1.7616346660070121,0.22899999748915434,0
62,1.772686500044074,0.17708295490592718,0
63,1.7853856660076417,0.23441703524440527,0
64,1.7981433750246651,0.22008299129083753,0
65,1.8108759580063634,0.22008304949849844,0
66,1.8236098330235109,0.2519999979995191,0
67,1.8364069160306826,0.9949589730240405,0
68,1.8500197910470888,0.3415839746594429,0
69,1.8610174159985036,0.30908401822671294,0
70,1.8739016250474378,0.2881659893319011,0
71,1.8866286250413395,0.5234159762039781,0
72,1.8997395830228925,0.24020799901336432,0
73,1.9125559580279514,0.20220800070092082,0
74,1.9253126250114292,0.2811659942381084,0
